,AQSID,SiteName,Status,EPARegion,Latitude,Longitude,Elevation,GMTOffset,CountryCode,StateName,ValidDate,ValidTime,DataSource,ReportingArea_PipeDelimited,OZONE_AQI,PM10_AQI,PM25_AQI,NO2_AQI,OZONE_Measured,PM10_Measured,PM25_Measured,NO2_Measured,PM25,PM25_Unit,OZONE,OZONE_Unit,NO2,NO2_Unit,CO,CO_Unit,SO2,SO2_Unit,PM10,PM10_Unit,SHAPE
0,483951076,Franklin Oak Grove,Active,R6,31.168889,-96.481944,136.9,0.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -96.481944, 'y': 31.168889, 'spatialReference': {'wkid': 4326}}"
1,080699991,Rocky Mtn NP Collocated,Active,R3,40.2778,-105.5453,2744.7,0.0,US,CO,03/26/19,04:00,EPA Office of Atmospheric Programs,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -105.5453, 'y': 40.2778, 'spatialReference': {'wkid': 4326}}"
2,530639995,Colbert-Greenbluff,Active,R10,47.808226,-117.34326999999999,577.4,-8.0,US,WA,03/26/19,04:00,Washington Department of Ecology,Spokane,,,22.0,,0,0,1,0,12.1,UG/M3,,,,,,,,,,,"{'x': -117.34326999999999, 'y': 47.808226, 'spatialReference': {'wkid': 4326}}"
3,530639997,Spokane-E Broadway Ave (US),Active,R10,47.663963,-117.25765200000001,611.2,-8.0,US,WA,03/26/19,04:00,Washington Department of Ecology,Spokane,,,21.0,,0,0,1,0,9.0,UG/M3,,,,,,,,,,,"{'x': -117.25765200000001, 'y': 47.663963, 'spatialReference': {'wkid': 4326}}"
4,530639996,Liberty Lake-E Valeyway (US),Inactive,R10,47.660568,-117.084503,650.3,-8.0,US,WA,03/26/19,04:00,Washington Department of Ecology,Spokane,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -117.084503, 'y': 47.660568, 'spatialReference': {'wkid': 4326}}"
5,120350004,Flagler County,Active,R4,29.489082,-81.276833,0.0,-5.0,US,FL,03/26/19,04:00,Florida Dept. of Environmental Protection,Daytona Beach,30.0,,,,1,0,0,0,,,35.0,PPB,,,,,,,,,"{'x': -81.276833, 'y': 29.489082, 'spatialReference': {'wkid': 4326}}"
6,240050009,Baltimore County Near Road,Active,R3,39.371679,-76.746814,132.7,-5.0,US,MD,03/26/19,04:00,Maryland Department of the Environment,,,,,8.0,0,0,0,1,,,,,9.0,PPB,,,,,,,"{'x': -76.746814, 'y': 39.371679, 'spatialReference': {'wkid': 4326}}"
7,360850114,Staten Island,Inactive,R2,40.631699,-74.156898,0.0,-5.0,US,NY,03/26/19,04:00,New York Dept. of Environmental Conservation,New York City Region,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -74.156898, 'y': 40.631699, 'spatialReference': {'wkid': 4326}}"
8,MMGBU1001,GBUAPCD EBAM @ Bridgeport,Inactive,R9,38.257656,-119.218483,0.0,-8.0,US,MM,03/26/19,04:00,Great Basin Unified Air Pollution Control District,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -119.218483, 'y': 38.257656, 'spatialReference': {'wkid': 4326}}"
9,360850111,Fresh Kills,Active,R2,40.5802,-74.1994,0.0,-5.0,US,NY,03/26/19,04:00,New York Dept. of Environmental Conservation,New York City Region,,,,,1,0,1,0,,,,,,,,,,,,,"{'x': -74.1994, 'y': 40.5802, 'spatialReference': {'wkid': 4326}}"
10,390610048,Cincinnati Near Road,Active,R5,39.146025,-84.538375,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,,,,30.0,20.0,0,0,1,1,2.4,UG/M3,,,21.0,PPB,0.27,PPM,,,,,"{'x': -84.538375, 'y': 39.146025, 'spatialReference': {'wkid': 4326}}"
11,MMGBU1000,GBUAPCD EBAM @ June Lake,Inactive,R9,37.784396,-119.07364399999999,0.0,-8.0,US,MM,03/26/19,04:00,Great Basin Unified Air Pollution Control District,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -119.07364399999999, 'y': 37.784396, 'spatialReference': {'wkid': 4326}}"
12,080570003,"Walden, CO",Active,USEPA,40.882197999999995,-106.30610700000001,2418.3,-7.0,US,CO,03/26/19,04:00,National Park Service,,,,,,1,0,0,1,,,,,,,,,,,,,"{'x': -106.30610700000001, 'y': 40.882197999999995, 'spatialReference': {'wkid': 4326}}"
13,530510007,Usk-Kalispel Tribe,Inactive,R10,48.3456,-117.277496,630.1,-8.0,US,WA,03/26/19,04:00,Washington Department of Ecology,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -117.277496, 'y': 48.3456, 'spatialReference': {'wkid': 4326}}"
14,390610040,Taft,Active,R5,39.128859999999996,-84.50404,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Cincinnati,30.0,11.0,26.0,6.0,1,1,1,1,3.1,UG/M3,35.0,PPB,6.0,PPB,0.19,PPM,1.0,PPB,6.0,UG/M3,"{'x': -84.50404, 'y': 39.128859999999996, 'spatialReference': {'wkid': 4326}}"
15,390990013,Youngstown - Oakhill,Active,R5,41.096158,-80.658908,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Youngstown,33.0,,,,1,0,0,0,,,36.0,PPB,,,,,0.0,PPB,,,"{'x': -80.658908, 'y': 41.096158, 'spatialReference': {'wkid': 4326}}"
16,390990014,Youngstown - Head Start,Active,R5,41.095938000000004,-80.658467,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Youngstown,,,25.0,,0,0,1,0,6.2,UG/M3,,,,,,,,,,,"{'x': -80.658467, 'y': 41.095938000000004, 'spatialReference': {'wkid': 4326}}"
17,060712002,Fontana - Arrow Highway,Active,R9,34.100132,-117.49198200000001,116.8,-8.0,US,CA,03/26/19,04:00,South Coast AQMD,San Bernardino Co. Metro|C San Bernardino-1|C San Bernardino-2,28.0,,,24.0,1,0,0,1,,,26.0,PPB,26.0,PPB,0.35,PPM,1.0,PPB,,,"{'x': -117.49198200000001, 'y': 34.100132, 'spatialReference': {'wkid': 4326}}"
18,840540110007,HUNTINGTON,Active,R3,38.243663,-82.255676,0.0,-5.0,US,WV,03/26/19,04:00,West Virginia Division of Air Quality - Wheeling,Huntington,31.0,,,,1,0,0,0,,,33.0,PPB,,,,,,,,,"{'x': -82.255676, 'y': 38.243663, 'spatialReference': {'wkid': 4326}}"
19,060379033,Lancaster-Division,Active,R9,34.669589,-118.13068899999999,719.5,-8.0,US,CA,03/26/19,04:00,Mojave Desert AQMD,Mojave Desert|Antelope Vly,64.0,29.0,46.0,,1,1,1,0,11.0,UG/M3,58.0,PPB,,,,,,,28.0,UG/M3,"{'x': -118.13068899999999, 'y': 34.669589, 'spatialReference': {'wkid': 4326}}"
20,060379034,Lebec,Inactive,R9,34.8289,-118.8791,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,,,,,,1,0,1,0,,,,,,,,,,,,,"{'x': -118.8791, 'y': 34.8289, 'spatialReference': {'wkid': 4326}}"
21,560350099,Boulder,Active,R8,42.7186,-109.7531,2168.2,-7.0,US,WY,03/26/19,04:00,Wyoming Department of Environmental Quality,Boulder|Upper Green River Basin,47.0,6.0,,,1,1,0,1,,,,,,,,,,,5.0,UG/M3,"{'x': -109.7531, 'y': 42.7186, 'spatialReference': {'wkid': 4326}}"
22,090131001,Stafford,Active,R1,41.9756,-72.3867,0.0,-5.0,US,CT,03/26/19,04:00,Connecticut Dept. of Energy and Environmental Protection,Stafford,38.0,,,,1,0,0,0,,,40.0,PPB,,,,,,,,,"{'x': -72.3867, 'y': 41.9756, 'spatialReference': {'wkid': 4326}}"
23,481670697,Coastal Center C697,Inactive,R6,29.38777,-95.041389,6.1,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -95.041389, 'y': 29.38777, 'spatialReference': {'wkid': 4326}}"
24,560350097,Wyoming Range,Inactive,R8,42.98,-110.353058,2477.8,-7.0,US,WY,03/26/19,04:00,Wyoming Department of Environmental Quality,,,,,,1,1,1,1,,,,,,,,,,,,,"{'x': -110.353058, 'y': 42.98, 'spatialReference': {'wkid': 4326}}"
25,060290008,Maricopa - Stanilaus Street,Active,R9,35.0544,-119.4039,0.0,-8.0,US,CA,03/26/19,04:00,San Joaquin Valley Unified APCD,,45.0,,,,1,0,0,0,,,47.0,PPB,,,,,,,,,"{'x': -119.4039, 'y': 35.0544, 'spatialReference': {'wkid': 4326}}"
26,060290007,Edison,Active,R9,35.3461,-118.8511,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,,43.0,,,3.0,1,0,0,1,,,44.0,PPB,3.0,PPB,,,,,,,"{'x': -118.8511, 'y': 35.3461, 'spatialReference': {'wkid': 4326}}"
27,482511063,Mansfield Flying L Lane C1063,Active,R6,32.5418,-97.1175,195.2,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -97.1175, 'y': 32.5418, 'spatialReference': {'wkid': 4326}}"
28,410330114,Grants Pass - Parkside School,Active,R10,42.434149,-123.34846599999999,280.0,-8.0,US,OR,03/26/19,04:00,Oregon Dept. of Environmental Quality,Grants Pass,,,19.0,,0,0,1,0,6.2,UG/M3,,,,,,,,,,,"{'x': -123.34846599999999, 'y': 42.434149, 'spatialReference': {'wkid': 4326}}"
29,060371103,Los Angeles - N. Main Street,Active,R9,34.066429,-118.22675500000001,30.5,-8.0,US,CA,03/26/19,04:00,South Coast AQMD,W San Gabriel Vly|Central LA CO,23.0,31.0,57.0,26.0,1,1,1,1,14.0,UG/M3,23.0,PPB,29.0,PPB,0.39,PPM,0.0,PPB,33.0,UG/M3,"{'x': -118.22675500000001, 'y': 34.066429, 'spatialReference': {'wkid': 4326}}"
30,060851001,Los Gatos,Active,R9,37.2267,-121.9786,35.4,-8.0,US,CA,03/26/19,04:00,San Francisco Bay Area AQMD,,30.0,,,,1,0,0,0,,,32.0,PPB,,,,,,,,,"{'x': -121.9786, 'y': 37.2267, 'spatialReference': {'wkid': 4326}}"
31,483095010,Waco KACT C5010,Active,R6,31.6172,-97.2278,152.5,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -97.2278, 'y': 31.6172, 'spatialReference': {'wkid': 4326}}"
32,060290011,Mojave - 923 Poole St.,Active,R9,35.0506,-118.1464,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,,50.0,25.0,61.0,,1,1,1,0,20.0,UG/M3,46.0,PPB,,,,,,,33.0,UG/M3,"{'x': -118.1464, 'y': 35.0506, 'spatialReference': {'wkid': 4326}}"
33,060290010,Bakersfield - Golden State Highway,Inactive,R9,35.3853,-119.014702,0.0,-8.0,US,CA,03/26/19,04:00,San Joaquin Valley Unified APCD,Bakersfield,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -119.014702, 'y': 35.3853, 'spatialReference': {'wkid': 4326}}"
34,060290015,Ridgecrest - California Ave,Inactive,R9,35.621113,-117.67305800000001,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -117.67305800000001, 'y': 35.621113, 'spatialReference': {'wkid': 4326}}"
35,060290014,Bakersfield - California Ave,Active,R9,35.356667,-119.06277800000001,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,Bakersfield,42.0,,41.0,11.0,1,0,1,1,8.0,UG/M3,34.0,PPB,13.0,PPB,,,,,,,"{'x': -119.06277800000001, 'y': 35.356667, 'spatialReference': {'wkid': 4326}}"
36,480391003,Clute C11,Active,R6,29.0111,-95.3975,3.1,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -95.3975, 'y': 29.0111, 'spatialReference': {'wkid': 4326}}"
37,471636001,Eastman Ross N Robinson,Active,R4,36.532616,-82.51630300000001,404.4,-5.0,US,TN,03/26/19,04:00,Tennessee Air Pollution Control Div.,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -82.51630300000001, 'y': 36.532616, 'spatialReference': {'wkid': 4326}}"
38,480391004,Manvel Croix Park C84,Active,R6,29.5203,-95.3925,0.0,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,Houston-Galveston-Brazoria,27.0,,,,1,0,0,1,,,26.0,PPB,,,,,,,,,"{'x': -95.3925, 'y': 29.5203, 'spatialReference': {'wkid': 4326}}"
39,471636002,Skyland Drive,Active,R4,36.52102,-82.516306,530.7,-5.0,US,TN,03/26/19,04:00,Tennessee Air Pollution Control Div.,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -82.516306, 'y': 36.52102, 'spatialReference': {'wkid': 4326}}"
40,060953002,Vacaville,Active,R9,38.3525,-121.9617,0.0,-8.0,US,CA,03/26/19,04:00,Yolo-Solano AQMD,Vacaville,32.0,,10.0,,1,0,1,0,0.0,UG/M3,36.0,PPB,,,,,,,,,"{'x': -121.9617, 'y': 38.3525, 'spatialReference': {'wkid': 4326}}"
41,060392010,Madera-City,Active,R9,36.9533,-120.0341,0.0,-8.0,US,CA,03/26/19,04:00,San Joaquin Valley Unified APCD,,31.0,18.0,30.0,,1,1,1,0,19.2,UG/M3,33.0,PPB,,,,,,,27.0,UG/M3,"{'x': -120.0341, 'y': 36.9533, 'spatialReference': {'wkid': 4326}}"
42,390290022,East Liverpool,Inactive,R5,40.635275,-80.546642,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -80.546642, 'y': 40.635275, 'spatialReference': {'wkid': 4326}}"
43,483390078,Conroe Relocated C78,Active,R6,30.3503,-95.425,42.7,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,Houston-Galveston-Brazoria,41.0,,23.0,,1,0,1,1,4.0,UG/M3,45.0,PPB,,,,,,,,,"{'x': -95.425, 'y': 30.3503, 'spatialReference': {'wkid': 4326}}"
44,390290020,E Liverpool - Met,Inactive,R5,40.6397,-80.5329,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -80.5329, 'y': 40.6397, 'spatialReference': {'wkid': 4326}}"
45,391514005,Alliance,Active,R5,40.931398,-81.12351899999999,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Canton/Massillon,38.0,,,,1,0,0,0,,,40.0,PPB,,,,,,,,,"{'x': -81.12351899999999, 'y': 40.931398, 'spatialReference': {'wkid': 4326}}"
46,360450002,Perch River,Active,R2,44.0878,-75.9744,0.0,-5.0,US,NY,03/26/19,04:00,New York Dept. of Environmental Conservation,Eastern Lake Ontario Region,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -75.9744, 'y': 44.0878, 'spatialReference': {'wkid': 4326}}"
47,160590005,Salmon Met,Inactive,R10,45.168434000000005,-113.888962,0.0,-7.0,US,ID,03/26/19,04:00,Idaho Department of Environmental Quality,,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -113.888962, 'y': 45.168434000000005, 'spatialReference': {'wkid': 4326}}"
48,160590004,Salmon PM2.5,Active,R10,45.178699,-113.89299799999999,0.0,-7.0,US,ID,03/26/19,04:00,Idaho Department of Environmental Quality,Salmon,,,50.0,,0,0,1,0,26.0,UG/M3,,,,,,,,,,,"{'x': -113.89299799999999, 'y': 45.178699, 'spatialReference': {'wkid': 4326}}"
49,281619991,Coffeeville,Active,R3,34.0026,-89.79899999999999,133.9,-6.0,US,MS,03/26/19,04:00,EPA Office of Atmospheric Programs,,34.0,,,,1,0,0,0,,,40.0,PPB,,,,,,,,,"{'x': -89.79899999999999, 'y': 34.0026, 'spatialReference': {'wkid': 4326}}"
50,470450004,DYERTEOM,Active,R4,36.0528,-89.3819,0.0,-6.0,US,TN,03/26/19,04:00,Tennessee Air Pollution Control Div.,,,,52.0,,0,0,1,0,16.0,UG/M3,,,,,,,,,,,"{'x': -89.3819, 'y': 36.0528, 'spatialReference': {'wkid': 4326}}"
51,371210004,Spruce Pine,Active,R4,35.912487,-82.06208199999999,0.0,-5.0,US,NC,03/26/19,04:00,North Carolina DEQ - Division of Air Quality,,,,42.0,,0,0,1,0,7.0,UG/M3,,,,,,,,,,,"{'x': -82.06208199999999, 'y': 35.912487, 'spatialReference': {'wkid': 4326}}"
52,040190020,Rillito,Active,R9,32.414342,-111.154544,626.2,-7.0,US,AZ,03/26/19,04:00,Arizona Department of Environmental Quality,,,51.0,,,0,1,0,0,,,,,,,,,,,99.0,UG/M3,"{'x': -111.154544, 'y': 32.414342, 'spatialReference': {'wkid': 4326}}"
53,040190021,Saguaro Monument,Active,R9,32.1764,-110.7378,0.0,-7.0,US,AZ,03/26/19,04:00,Pima County Department of Environmental Quality,Tucson,47.0,,,,1,0,0,0,,,45.0,PPB,,,,,,,,,"{'x': -110.7378, 'y': 32.1764, 'spatialReference': {'wkid': 4326}}"
54,230031008,Presque Isle Regional Office,Inactive,R1,46.69838,-68.038933,0.0,-5.0,US,ME,03/26/19,04:00,Maine Dept. of Environmental Protection,Ashland,,,,,0,0,0,0,,,,,,,,,,,,,"{'x': -68.038933, 'y': 46.69838, 'spatialReference': {'wkid': 4326}}"
55,371910005,DILLARD,Inactive,R4,35.3692,-77.9939,32.9,-5.0,US,NC,03/26/19,04:00,North Carolina DEQ - Division of Air Quality,,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -77.9939, 'y': 35.3692, 'spatialReference': {'wkid': 4326}}"
56,470654003,Eastside,Active,R4,35.1028,-85.1622,0.0,-5.0,US,TN,03/26/19,04:00,Chattanooga-Hamilton County Air Pollution Control Bureau,Chattanooga,33.0,,,,1,0,0,0,,,37.0,PPB,,,,,,,,,"{'x': -85.1622, 'y': 35.1028, 'spatialReference': {'wkid': 4326}}"
57,470654002,Riverside,Active,R4,35.0508,-85.2931,0.0,-5.0,US,TN,03/26/19,04:00,Chattanooga-Hamilton County Air Pollution Control Bureau,Chattanooga,,,39.0,,0,0,1,0,9.4,UG/M3,,,,,,,,,,,"{'x': -85.2931, 'y': 35.0508, 'spatialReference': {'wkid': 4326}}"
58,390610006,Sycamore,Active,R5,39.2787,-84.36612,298.9,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Cincinnati,34.0,,26.0,,1,0,1,0,3.0,UG/M3,37.0,PPB,,,,,,,,,"{'x': -84.36612, 'y': 39.2787, 'spatialReference': {'wkid': 4326}}"
59,340170006,Bayonne,Active,R2,40.67025,-74.126083,2.7,-5.0,US,NJ,03/26/19,04:00,New Jersey Dept. of Environmental Protection,Elizabeth|Jersey City|East Orange|Newark|Union City|Bayonne|New Jersey,34.0,,,5.0,1,0,0,1,,,40.0,PPB,5.0,PPB,,,0.0,PPB,,,"{'x': -74.126083, 'y': 40.67025, 'spatialReference': {'wkid': 4326}}"
60,220470009,Bayou Plaquemine,Active,R6,30.2211,-91.3153,0.0,-6.0,US,LA,03/26/19,04:00,Louisiana Department of Environmental Quality,Baton Rouge Area,22.0,,,,1,0,0,0,,,22.0,PPB,,,,,,,,,"{'x': -91.3153, 'y': 30.2211, 'spatialReference': {'wkid': 4326}}"
61,410399004,Cottage Grove City Shops,Active,R10,43.7995,-123.0535,198.3,-8.0,US,OR,03/26/19,04:00,Lane Regional Air Protection Agency,Cottage Grove,,,22.0,,0,0,1,0,8.5,UG/M3,,,,,,,,,,,"{'x': -123.0535, 'y': 43.7995, 'spatialReference': {'wkid': 4326}}"
62,220470007,Grosse Tete,Inactive,R6,30.399401,-91.418297,0.0,-6.0,US,LA,03/26/19,04:00,Louisiana Department of Environmental Quality,Baton Rouge Area,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -91.418297, 'y': 30.399401, 'spatialReference': {'wkid': 4326}}"
63,250150103,AMHERST,Inactive,R1,42.4006,-72.5236,0.0,-5.0,US,MA,03/26/19,04:00,Massachusetts Dept. of Environmental Protection,Ware - Quabbin Summit|Amherst,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -72.5236, 'y': 42.4006, 'spatialReference': {'wkid': 4326}}"
64,320070005,Elko,Active,R9,40.838328999999995,-115.766003,1560.1,-8.0,US,NV,03/26/19,04:00,Nevada Division of Environmental Protection,Elko,,17.0,,,0,1,0,0,,,,,,,,,,,13.0,UG/M3,"{'x': -115.766003, 'y': 40.838328999999995, 'spatialReference': {'wkid': 4326}}"
65,170830117,JERSEYVL,Active,R5,39.101439,-90.344494,0.0,-6.0,US,IL,03/26/19,04:00,Illinois EPA,,36.0,,27.0,,1,0,1,0,,,38.0,PPB,,,,,,,,,"{'x': -90.344494, 'y': 39.101439, 'spatialReference': {'wkid': 4326}}"
66,390610010,Colerain,Active,R5,39.214940000000006,-84.69086,0.0,-5.0,US,OH,03/26/19,04:00,Ohio EPA-DAPC,Cincinnati,27.0,,29.0,,1,0,1,0,8.5,UG/M3,24.0,PPB,,,,,1.0,PPB,,,"{'x': -84.69086, 'y': 39.214940000000006, 'spatialReference': {'wkid': 4326}}"
67,220331001,Baker,Inactive,R6,30.5872,-91.207199,0.0,-6.0,US,LA,03/26/19,04:00,Louisiana Department of Environmental Quality,Baton Rouge Area,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -91.207199, 'y': 30.5872, 'spatialReference': {'wkid': 4326}}"
68,000100202,PRG Plaza 400,Active,CA,53.9147,-122.7419,601.5,-8.0,CA,CC,03/26/19,04:00,British Columbia Ministry of Environment,,26.0,,55.0,10.0,1,1,1,1,8.6,UG/M3,31.0,PPB,11.0,PPB,,,-1.0,PPB,,,"{'x': -122.7419, 'y': 53.9147, 'spatialReference': {'wkid': 4326}}"
69,000100203,PRG BC Rail Warehouse,Active,CA,53.8711,-122.7436,590.5,-8.0,CA,CC,03/26/19,04:00,British Columbia Ministry of Environment,,,,,,0,1,0,0,,,,,,,,,,,,,"{'x': -122.7436, 'y': 53.8711, 'spatialReference': {'wkid': 4326}}"
70,060610006,Roseville - N.Sunrise/Douglas,Active,R9,38.7458,-121.2653,0.0,-8.0,US,CA,03/26/19,04:00,California Air Resources Board,Roseville-Rocklin,24.0,9.0,26.0,4.0,1,1,1,1,2.0,UG/M3,31.0,PPB,5.0,PPB,,,,,0.0,UG/M3,"{'x': -121.2653, 'y': 38.7458, 'spatialReference': {'wkid': 4326}}"
71,000100205,PRG Gladstone School,Active,CA,53.8583,-122.7608,583.5,-8.0,CA,CC,03/26/19,04:00,British Columbia Ministry of Environment,,,,,,0,1,1,0,,,,,,,,,,,,,"{'x': -122.7608, 'y': 53.8583, 'spatialReference': {'wkid': 4326}}"
72,060610004,Colfax,Active,R9,39.1003,-120.9528,0.0,-8.0,US,CA,03/26/19,04:00,Placer County APCD,Colfax,24.0,,30.0,,1,0,1,0,11.0,UG/M3,27.0,PPB,,,,,,,,,"{'x': -120.9528, 'y': 39.1003, 'spatialReference': {'wkid': 4326}}"
73,060610002,Auburn,Active,R9,38.937801,-121.103897,0.0,-8.0,US,CA,03/26/19,04:00,Placer County APCD,Auburn,27.0,,36.0,,1,0,1,0,7.0,UG/M3,27.0,PPB,,,,,,,,,"{'x': -121.103897, 'y': 38.937801, 'spatialReference': {'wkid': 4326}}"
74,291570001,Farrar,Active,R7,37.70264,-89.69864,151.6,-6.0,US,MO,03/26/19,04:00,Missouri Department of Natural Resources,Farrar,35.0,,,,1,0,0,0,,,37.0,PPB,,,,,,,,,"{'x': -89.69864, 'y': 37.70264, 'spatialReference': {'wkid': 4326}}"
75,000020401,SOUTHAMPTON,Active,CA,46.3864,-62.5828,15.3,-4.0,CA,CC,03/26/19,04:00,Environment Canada,,25.0,,19.0,0.0,1,0,1,1,6.0,UG/M3,24.0,PPB,0.0,PPB,,,,,,,"{'x': -62.5828, 'y': 46.3864, 'spatialReference': {'wkid': 4326}}"
76,481210034,Denton Airport South C56,Active,R6,33.1944,-97.1933,390.4,-6.0,US,TX,03/26/19,04:00,Texas Commission on Environmental Quality,Dallas-Fort Worth,31.0,,33.0,,1,0,1,1,17.3,UG/M3,38.0,PPB,,,,,,,,,"{'x': -97.1933, 'y': 33.1944, 'spatialReference': {'wkid': 4326}}"
77,113490352005,Copper View,Active,R8,40.598056,-111.894167,0.0,-7.0,US,UT,03/26/19,04:00,Utah Department of Environmental Quality,Salt Lake City,30.0,,29.0,,1,0,1,1,8.4,UG/M3,33.0,PPB,22.0,PPB,0.15,PPM,0.0,PPB,,,"{'x': -111.894167, 'y': 40.598056, 'spatialReference': {'wkid': 4326}}"
78,261210039,MUSKEGON,Active,R5,43.2781,-86.3111,390.4,-5.0,US,MI,03/26/19,04:00,Michigan Department of Environmental Quality,Grand Rapids,27.0,,,,1,0,0,0,,,26.0,PPB,,,,,,,,,"{'x': -86.3111, 'y': 43.2781, 'spatialReference': {'wkid': 4326}}"
79,350431001,Bernalillo,Active,R6,35.2994,-106.5483,1525.0,-7.0,US,NM,03/26/19,04:00,New Mexico Air Quality Bureau,,28.0,,,,1,0,0,0,,,22.0,PPB,,,,,,,,,"{'x': -106.5483, 'y': 35.2994, 'spatialReference': {'wkid': 4326}}"
80,510410004,BEACH ROAD,Active,R3,37.358897999999996,-77.593597,0.0,-5.0,US,VA,03/26/19,04:00,Virginia Dept. of Environmental Quality,Richmond,40.0,,,,1,0,0,0,,,47.0,PPB,,,,,,,,,"{'x': -77.593597, 'y': 37.358897999999996, 'spatialReference': {'wkid': 4326}}"
81,230031011,Presque Isle Riverside,Active,R1,46.682299,-68.016195,0.0,-5.0,US,ME,03/26/19,04:00,Maine Dept. of Environmental Protection,Northern 2|Northern 1,,35.0,15.0,,0,1,1,0,3.0,UG/M3,,,,,,,,,16.0,UG/M3,"{'x': -68.016195, 'y': 46.682299, 'spatialReference': {'wkid': 4326}}"
82,350431003,Rio Rancho Senio,Inactive,R6,35.238098,-106.649399,1644.0,-7.0,US,NM,03/26/19,04:00,New Mexico Air Quality Bureau,,,,,,1,0,0,0,,,,,,,,,,,,,"{'x': -106.649399, 'y': 35.238098, 'spatialReference': {'wkid': 4326}}"
83,000040901,ST ANDREWS,Active,CA,45.0892,-67.0786,0.0,-4.0,CA,CC,03/26/19,04:00,Environment Canada,,41.0,,18.0,,1,0,1,0,5.0,UG/M3,44.0,PPB,,,,,,,,,"{'x': -67.0786, 'y': 45.0892, 'spatialReference': {'wkid': 4326}}"
84,300810007,Hamilton PS 46,Active,R8,46.243621000000005,-114.15888899999999,0.0,-7.0,US,MT,03/26/19,04:00,Montana DEQ,Hamilton,,,21.0,,0,0,1,0,10.4,UG/M3,,,,,,,,,,,"{'x': -114.15888899999999, 'y': 46.243621000000005, 'spatialReference': {'wkid': 4326}}"
85,160210002,Boundary County,Inactive,R10,48.705551,-116.36896499999999,0.0,-8.0,US,ID,03/26/19,04:00,Idaho Department of Environmental Quality,Kootenai Tribe,,,,,0,0,1,0,,,,,,,,,,,,,"{'x': -116.36896499999999, 'y': 48.705551, 'spatialReference': {'wkid': 4326}}"
86,171170002,NILWOOD,Active,R5,39.3961,-89.8094,0.0,-6.0,US,IL,03/26/19,04:00,Illinois EPA,,31.0,,,,1,0,0,0,,,32.0,PPB,,,,,,,,,"{'x': -89.8094, 'y': 39.3961, 'spatialReference': {'wkid': 4326}}"
87,840560210003,Laramie County Mobile,Active,R8,41.085359999999994,-104.52277,1741.9,-7.0,US,WY,03/26/19,04:00,Wyoming Department of Environmental Quality,Eastern Laramie County,32.0,8.0,15.0,,1,1,1,1,3.0,UG/M3,28.0,PPB,8.0,PPB,,,0.0,PPB,11.0,UG/M3,"{'x': -104.52277, 'y': 41.085359999999994, 'spatialReference': {'wkid': 4326}}"
